Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,22.34043,38.29787,28.57143,23.80952,20.60302,20.38835,23.78641,20.77295,20.28986,20.67308,23.22275,26.06635,25.59242,27.48815,39.33649,45.23809,40.95238,44.28571,41.42857,43.33333
Ecuador,ECU,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.51913,33.16062,22.5641,20.40816,19.38775,16.74877,16.66667,15.60976,18.93204,19.90291,23.92344,27.7512,33.64929,37.91469,36.01896,35.57692,38.46154,37.5,39.90385,42.78846
Ecuador,ECU,Control of Corruption: Percentile Rank,CC.PER.RNK,30.10753,23.71134,20.30457,22.72727,26.76768,26.82927,26.82927,24.39024,23.30097,28.64078,22.48804,22.85714,24.64455,34.12322,35.07109,25,28.36539,27.40385,30.76923,32.69231
"Egypt, Arab Rep.",EGY,Voice and Accountability: Percentile Rank,VA.PER.RNK,22,21.39303,22.38806,16.41791,18.40796,21.63461,21.15385,14.42308,14.90385,13.46154,14.21801,13.74408,14.08451,25.8216,16.90141,14.77833,14.77833,14.28571,13.30049,13.30049
"Egypt, Arab Rep.",EGY,Rule of Law: Percentile Rank,RL.PER.RNK,51.75879,50,50.9901,54.45544,53.9604,52.63158,52.63158,47.36842,48.32536,51.44231,52.60664,49.76303,41.78404,40.37559,33.33333,29.32692,31.25,32.69231,32.69231,37.5
"Egypt, Arab Rep.",EGY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,53.26087,37.3057,36.92308,35.71429,27.55102,33.00492,38.72549,36.76471,43.20388,49.51456,46.88995,46.88995,41.23223,33.64929,29.38389,26.44231,22.11539,17.78846,17.30769,17.78846
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,27.65957,44.14894,47.61905,31.21693,27.63819,21.35922,26.69903,22.22222,27.05314,28.84615,25.59242,19.43128,6.635071,7.582938,7.109005,7.619048,8.571428,9.047619,9.047619,11.90476
"Egypt, Arab Rep.",EGY,Government Effectiveness: Percentile Rank,GE.PER.RNK,36.06557,48.70466,48.20513,41.32653,44.89796,47.29064,40.68628,36.09756,43.20388,43.20388,47.36842,42.10526,35.07109,23.22275,20.85308,20.19231,22.11539,27.88461,29.32692,30.76923
"Egypt, Arab Rep.",EGY,Control of Corruption: Percentile Rank,CC.PER.RNK,38.70968,38.65979,34.01015,42.42424,35.35353,29.26829,31.21951,25.36585,24.27184,23.78641,36.36364,30.95238,25.59242,33.17535,31.75356,30.76923,30.76923,31.25,34.13462,30.76923
El Salvador,SLV,Voice and Accountability: Percentile Rank,VA.PER.RNK,47.5,49.75124,51.24378,52.73632,52.23881,50,48.07692,51.44231,50.48077,50.96154,49.76303,50.7109,50.70422,46.94836,47.41784,51.23153,51.72414,53.20197,51.72414,48.27586
El Salvador,SLV,Rule of Law: Percentile Rank,RL.PER.RNK,22.11055,29,27.22772,36.63366,39.60396,40.19139,38.27751,32.05742,31.10048,30.28846,27.48815,24.17062,29.10798,29.57747,33.80282,36.53846,31.73077,26.92308,20.19231,19.71154
El Salvador,SLV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,46.73913,62.17617,58.97436,55.10204,50,57.14286,49.01961,54.90196,57.76699,57.28156,62.20096,61.72249,67.29858,59.71564,61.13744,63.46154,59.61538,57.21154,47.59615,53.84615
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,39.3617,49.46809,60.84656,55.02645,38.69347,42.71844,44.66019,40.57971,42.99517,45.19231,44.07583,48.34123,49.76303,54.50237,45.49763,43.80952,44.76191,42.85714,35.71429,33.33333
El Salvador,SLV,Government Effectiveness: Percentile Rank,GE.PER.RNK,24.04372,34.71503,33.33333,36.7347,44.38776,46.79803,41.66667,51.70732,49.02913,49.51456,53.58852,56.45933,52.1327,50.23697,49.2891,54.32692,45.67308,42.30769,38.94231,36.53846
El Salvador,SLV,Control of Corruption: Percentile Rank,CC.PER.RNK,21.50538,28.86598,35.02538,31.81818,43.93939,40.4878,41.46341,45.36585,41.74757,43.20388,50.7177,48.09524,50.7109,42.1801,45.0237,43.26923,42.30769,33.65385,37.98077,29.80769
Equatorial Guinea,GNQ,Voice and Accountability: Percentile Rank,VA.PER.RNK,8,6.467662,6.467662,4.975124,4.477612,5.288462,4.807693,3.365385,2.884615,2.884615,3.791469,3.317536,2.816901,2.347418,1.877934,1.970443,1.970443,1.970443,1.477833,2.463054
Equatorial Guinea,GNQ,Rule of Law: Percentile Rank,RL.PER.RNK,10.05025,4.5,4.455446,5.445545,6.435644,6.220096,6.220096,7.177033,8.133971,9.134615,8.056872,7.582938,9.389671,7.511737,7.042253,3.846154,4.326923,5.288462,5.769231,6.730769
Equatorial Guinea,GNQ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,6.521739,6.735751,6.153846,7.142857,8.163265,6.403941,6.862745,7.843137,7.76699,7.281553,7.177033,6.220096,7.582938,6.635071,6.635071,7.211538,5.769231,6.25,6.25,4.807693
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,43.61702,42.02128,42.85714,28.57143,47.73869,43.68932,35.92233,51.20773,52.65701,51.44231,57.34597,52.60664,51.18483,54.02843,51.18483,30.47619,40,40.47619,39.52381,43.80952
Equatorial Guinea,GNQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.93989,4.145078,3.076923,6.122449,7.142857,5.91133,4.411765,2.439024,1.941748,1.456311,1.435407,1.913876,2.843602,1.895735,3.317536,5.769231,7.211538,7.692307,6.730769,9.615385
Equatorial Guinea,GNQ,Control of Corruption: Percentile Rank,CC.PER.RNK,6.451613,3.608248,1.015228,1.010101,1.010101,0.4878049,0.4878049,0.9756098,2.427185,2.912621,1.913876,1.904762,1.895735,0.4739336,0,0,0,0,0,2.403846
Eritrea,ERI,Voice and Accountability: Percentile Rank,VA.PER.RNK,11.5,13.43284,7.960199,1.99005,1.492537,1.442308,0,1.442308,1.923077,0.9615384,0.4739336,0.4739336,0.4694836,0.9389671,0.9389671,1.477833,0.9852217,0.4926108,0.4926108,0.4926108
Eritrea,ERI,Rule of Law: Percentile Rank,RL.PER.RNK,29.64824,37.5,33.66337,34.65347,29.70297,21.05263,16.26794,11.00478,9.090909,7.692307,7.109005,6.161138,6.57277,5.633803,4.225352,2.403846,3.846154,4.326923,5.288462,5.288462
Eritrea,ERI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,12.5,25.90674,15.38461,14.79592,3.571429,2.955665,2.45098,1.960784,1.941748,1.456311,0.9569378,1.435407,0.9478673,0.9478673,0.4739336,0.4807692,1.442308,1.442308,1.442308,1.923077
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,20.21277,17.02128,22.22222,36.50794,26.13065,25.24272,23.30097,19.80676,16.90821,22.59615,22.74882,19.90521,21.32701,23.69668,21.32701,19.04762,19.04762,22.85714,20,24.76191
Eritrea,ERI,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.02186,18.65285,13.33333,26.53061,17.85714,12.80788,17.15686,6.341464,6.796116,6.310679,6.698565,6.220096,5.21327,5.21327,3.791469,3.365385,4.807693,3.365385,3.846154,2.403846
Eritrea,ERI,Control of Corruption: Percentile Rank,CC.PER.RNK,72.04301,78.86598,75.63452,56.56565,55.55556,51.21951,44.87805,42.43903,38.34951,40.7767,37.32058,33.80952,30.33175,24.64455,20.37915,18.75,7.692307,8.173077,10.57692,9.134615
Estonia,EST,Voice and Accountability: Percentile Rank,VA.PER.RNK,74.5,78.10945,77.11443,79.60199,82.58707,83.65385,80.76923,84.61539,84.13461,85.57692,83.88625,83.41232,87.32394,85.91549,85.91549,88.17734,87.19212,89.16256,89.65517,89.65517
Estonia,EST,Rule of Law: Percentile Rank,RL.PER.RNK,66.33166,71.5,72.27723,75.24753,75.24753,81.33971,80.86124,88.03828,86.60287,87.01923,84.36019,85.30806,85.44601,85.91549,86.38498,86.53846,86.53846,86.53846,86.53846,86.53846
Estonia,EST,Regulatory Quality: Percentile Rank,RQ.PER.RNK,85.86957,87.56477,88.71795,88.77551,87.2449,87.19212,88.23529,88.23529,88.34952,91.74757,89.47369,88.51675,90.99526,90.99526,90.99526,93.26923,93.26923,93.26923,93.26923,91.82692
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,72.87234,68.61702,77.77778,80.42328,77.38693,71.35922,65.53398,68.59904,68.59904,65.86539,64.45498,67.77251,67.29858,67.29858,68.24644,72.85714,65.71429,68.57143,69.04762,66.19048
Estonia,EST,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.5847,73.57513,76.92308,75.5102,80.61224,80.29556,79.41177,83.90244,82.52427,83.98058,80.38277,82.29665,82.46445,78.19905,78.67299,80.28846,82.69231,82.69231,82.69231,84.61539
Estonia,EST,Control of Corruption: Percentile Rank,CC.PER.RNK,69.89247,75.25773,79.18782,77.77778,80.80808,82.43903,81.95122,81.95122,79.61165,81.06796,80.38277,80.47619,81.51659,81.99052,83.41232,87.98077,87.98077,88.94231,87.01923,89.90385
Eswatini,SWZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,12.5,12.93532,8.457711,9.950249,6.965174,7.692307,8.173077,12.01923,10.09615,11.53846,12.32228,12.32228,12.20657,13.14554,13.14554,10.34483,9.852217,8.866995,9.852217,12.31527
Eswatini,SWZ,Rule of Law: Percentile Rank,RL.PER.RNK,37.18593,33,32.17822,30.19802,27.72277,20.57416,21.5311,29.1866,25.83732,31.73077,32.22749,36.01896,38.49765,39.90611,41.31455,44.23077,44.71154,38.94231,43.75,45.19231
Eswatini,SWZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,44.56522,32.64249,33.84615,47.95918,41.83673,26.60098,34.31372,32.84314,26.21359,31.06796,33.01435,29.1866,28.43602,32.22749,39.33649,33.65385,33.17308,29.32692,30.76923,29.80769
Eswatini,SWZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,40.42553,44.68085,47.08995,49.20635,45.22613,44.17476,35.43689,36.23188,43.96135,41.34615,43.60189,43.12796,30.80569,34.59716,32.22749,29.04762,28.57143,27.61905,35.23809,35.23809
Eswatini,SWZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.60109,28.49741,27.17949,35.20408,23.97959,12.31527,13.72549,23.90244,21.35922,23.78641,26.31579,36.84211,28.43602,34.59716,39.33649,30.76923,32.21154,31.25,32.69231,25
Eswatini,SWZ,Control of Corruption: Percentile Rank,CC.PER.RNK,58.60215,58.24742,51.77665,47.9798,40.90909,35.12195,40.4878,49.7561,50.48544,51.45631,51.19617,50.47619,44.54976,41.70616,41.70616,41.34615,43.75,37.98077,46.15385,47.11538
Ethiopia,ETH,Voice and Accountability: Percentile Rank,VA.PER.RNK,16.5,18.90547,18.40796,13.43284,16.91542,16.34615,11.53846,15.38461,12.98077,12.5,11.37441,10.90047,10.32864,11.73709,12.67606,12.80788,12.80788,9.359606,9.359606,16.25616
Ethiopia,ETH,Rule of Law: Percentile Rank,RL.PER.RNK,19.09548,24,21.28713,18.31683,23.76238,21.5311,19.61723,30.14354,30.14354,26.44231,22.27488,26.06635,26.76056,31.4554,32.39437,37.5,35.57692,33.65385,33.65385,36.53846
Ethiopia,ETH,Regulatory Quality: Percentile Rank,RQ.PER.RNK,9.782609,12.95337,12.82051,12.2449,12.7551,15.76355,12.7451,16.17647,17.96116,19.90291,20.57416,21.5311,18.00948,14.69194,12.79621,13.46154,12.98077,11.53846,13.94231,13.94231
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,16.48936,25.53192,19.04762,14.81481,10.05025,11.65049,5.825243,7.246377,6.763285,8.653846,6.635071,5.687204,6.161138,7.109005,8.056872,8.571428,8.095238,7.619048,7.619048,9.523809
Ethiopia,ETH,Government Effectiveness: Percentile Rank,GE.PER.RNK,7.103825,16.06218,16.41026,17.85714,18.87755,20.68966,18.62745,29.26829,39.80582,42.23301,38.75598,40.66986,39.33649,40.75829,32.22749,38.46154,29.80769,28.84615,24.03846,29.32692
Ethiopia,ETH,Control of Corruption: Percentile Rank,CC.PER.RNK,18.8172,34.02062,38.07107,33.33333,30.80808,26.34146,23.41463,30.73171,31.06796,29.12621,26.31579,28.09524,28.43602,32.22749,37.91469,39.42308,40.86538,39.90385,33.17308,37.5
Fiji,FJI,Voice and Accountability: Percentile Rank,VA.PER.RNK,56,56.21891,38.30846,50.24876,49.75124,47.11538,52.88462,35.57692,29.80769,28.36539,22.74882,15.16588,16.43192,19.71831,23.00469,41.87192,48.27586,48.27586,53.20197,54.6798
Fiji,FJI,Rule of Law: Percentile Rank,RL.PER.RNK,61.80904,59,38.61386,43.06931,51.48515,54.06699,52.15311,52.15311,32.53588,35.57692,26.54029,23.22275,23.47418,25.35211,22.53521,34.61538,40.38462,44.71154,45.67308,50
Fiji,FJI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,57.06522,44.04145,30.25641,58.16327,45.91837,27.0936,41.66667,38.72549,35.92233,25.72816,18.66029,26.79426,35.07109,31.27962,31.75356,38.94231,41.34615,39.42308,45.19231,44.71154
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,73.40426,75,58.73016,64.55026,60.30151,59.70874,57.28156,43.47826,44.92754,41.82692,36.01896,38.86256,43.12796,42.1801,44.07583,64.28571,63.80952,78.57143,67.61905,70.95238
Fiji,FJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.00546,46.63213,38.46154,62.7551,54.08163,44.33498,54.41177,54.14634,41.26213,24.75728,19.61723,26.79426,26.54029,21.80095,21.80095,41.34615,43.75,43.75,57.21154,62.5
Fiji,FJI,Control of Corruption: Percentile Rank,CC.PER.RNK,73.65591,70.1031,64.97462,65.15151,59.09091,59.5122,48.29268,57.56097,56.31068,56.31068,44.01914,40,54.50237,56.39811,54.50237,61.05769,62.01923,61.53846,65.38461,67.30769
Finland,FIN,Voice and Accountability: Percentile Rank,VA.PER.RNK,95,95.02487,99.50249,99.50249,99.00497,99.51923,99.51923,97.11539,96.63461,96.63461,96.68246,96.68246,96.24413,96.71362,97.1831,97.53695,96.55173,97.04433,97.53695,98.52217
Finland,FIN,Rule of Law: Percentile Rank,RL.PER.RNK,98.99497,100,100,99.50495,100,99.52153,100,99.04306,98.56459,98.07692,100,100,100,99.06104,99.06104,100,100,99.03846,100,100
Finland,FIN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,94.56522,97.40932,97.4359,98.46939,99.4898,99.01478,99.01961,94.60784,93.20388,94.66019,98.08612,99.04306,97.63033,98.10426,98.5782,98.55769,98.07692,96.63461,96.63461,97.11539
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,97.34042,98.93617,99.4709,100,100,100,100,100,100,99.51923,99.05213,97.15639,98.10426,98.10426,97.15639,96.19048,87.14286,83.80952,87.61905,81.90476
Finland,FIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,92.34972,98.44559,99.48718,100,100,99.01478,100,99.02439,97.57281,99.02913,99.04306,99.52153,100,100,100,99.03846,96.15385,96.15385,98.07692,99.03846
Finland,FIN,Control of Corruption: Percentile Rank,CC.PER.RNK,99.46236,100,100,100,100,100,100,99.51219,99.51456,99.02913,98.56459,98.09524,99.05213,98.10426,98.10426,98.55769,99.51923,99.51923,99.03846,100
France,FRA,Voice and Accountability: Percentile Rank,VA.PER.RNK,89,86.06965,86.06965,85.57214,85.07462,91.82692,92.78846,91.82692,91.34615,91.34615,90.52132,90.04739,88.73239,89.67136,89.67136,89.65517,89.65517,85.22167,85.71429,88.17734
France,FRA,Rule of Law: Percentile Rank,RL.PER.RNK,91.9598,91,91.08911,85.64356,89.60396,91.86603,90.43062,90.43062,90.43062,90.86539,90.04739,90.52132,90.14085,90.14085,89.20188,88.46154,88.46154,88.94231,89.42308,88.94231
France,FRA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,81.52174,78.75648,80.51282,80.61224,86.22449,85.71429,86.27451,86.76471,86.8932,87.37864,85.64594,86.60287,84.83412,83.41232,85.30806,81.73077,83.65385,83.17308,83.65385,83.65385
France,FRA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,76.59574,69.68085,74.07407,79.89418,50.25126,56.79612,57.76699,64.25121,64.7343,64.90385,63.50711,68.72038,65.40285,63.50711,62.08531,58.09524,51.42857,43.33333,55.71429,51.90476
France,FRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.79235,89.11917,90.76923,89.28571,91.83673,92.61084,92.15686,92.19512,89.32039,91.74757,88.99522,88.99522,87.67773,87.67773,89.09953,88.94231,88.46154,90.38461,87.98077,91.82692
France,FRA,Control of Corruption: Percentile Rank,CC.PER.RNK,84.94624,90.20618,89.3401,84.84849,86.36364,88.29269,89.7561,91.70731,91.74757,91.26214,90.43062,89.52381,90.52132,90.04739,88.15166,88.94231,88.94231,90.38461,87.5,87.98077
French Guiana,GUF,Voice and Accountability: Percentile Rank,VA.PER.RNK,65,64.67662,64.67662,62.18906,64.17911,64.42308,60.57692,57.21154,56.25,57.21154,82.93839,84.83412,83.56808,86.38498,87.32394,92.11823,91.62562,92.11823,92.61084,91.62562
French Guiana,GUF,Rule of Law: Percentile Rank,RL.PER.RNK,81.40704,82,82.17822,80.19802,82.17822,66.98565,78.4689,73.20574,67.46411,67.78846,85.78199,85.78199,86.38498,86.38498,85.91549,82.21154,86.05769,87.5,86.05769,85.57692
French Guiana,GUF,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.97826,82.90156,82.5641,79.59184,77.55102,67.48769,75,75.4902,77.18446,78.64078,85.16747,85.16747,85.78199,87.20379,87.20379,90.86539,91.82692,90.86539,87.5,87.5
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,49.46809,47.34043,46.56085,56.61376,56.28141,52.42719,54.36893,47.34299,44.44444,47.11538,53.5545,52.1327,54.50237,53.5545,55.45024,62.85714,63.33333,64.7619,63.80952,63.80952
French Guiana,GUF,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.87431,82.38342,81.53846,79.59184,78.57143,74.87685,74.01961,76.58537,77.18446,76.69903,84.689,84.689,83.41232,82.93839,81.99052,83.17308,84.13461,84.13461,88.46154,89.42308
French Guiana,GUF,Control of Corruption: Percentile Rank,CC.PER.RNK,80.10753,81.95876,82.23351,80.80808,80.30303,77.56097,77.56097,76.58537,76.69903,77.18446,84.21053,84.28571,83.41232,82.93839,82.93839,81.73077,81.73077,81.25,81.73077,81.25
Gabon,GAB,Voice and Accountability: Percentile Rank,VA.PER.RNK,40,38.30846,33.83084,32.83582,28.85572,25.48077,24.03846,21.15385,24.51923,25,20.85308,24.64455,22.53521,24.41315,24.41315,23.64532,23.15271,22.6601,19.70443,22.16749
Gabon,GAB,Rule of Law: Percentile Rank,RL.PER.RNK,30.65327,40.5,44.55445,48.0198,43.06931,36.36364,38.75598,26.79426,28.22967,33.17308,36.49289,36.49289,39.90611,40.84507,36.15023,35.09615,33.17308,31.25,26.92308,24.51923
Gabon,GAB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,60.32609,58.54922,48.20513,47.44898,51.02041,35.96059,50.4902,39.21569,31.5534,29.12621,30.14354,33.01435,32.22749,30.80569,28.90995,25.96154,25,21.63461,22.59615,16.82692
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,51.59575,58.51064,70.37037,61.37566,55.27638,60.67961,55.82524,53.14009,54.10628,53.36538,49.2891,54.50237,60.18958,56.87204,58.76777,51.90476,47.61905,42.38095,40.47619,37.61905
Gabon,GAB,Government Effectiveness: Percentile Rank,GE.PER.RNK,48.08743,32.64249,32.30769,44.38776,39.79592,21.18227,23.52941,24.87805,22.81553,20.38835,25.35885,24.88038,23.22275,19.43128,22.27488,26.92308,23.55769,21.15385,17.30769,18.75
Gabon,GAB,Control of Corruption: Percentile Rank,CC.PER.RNK,13.97849,18.5567,29.44162,32.82828,32.32323,21.95122,29.7561,18.04878,13.1068,13.59223,17.70335,20.47619,19.90521,28.43602,29.38389,28.36539,26.44231,23.55769,20.19231,19.71154
"Gambia, The",GMB,Voice and Accountability: Percentile Rank,VA.PER.RNK,13,20.89552,16.41791,28.35821,33.83084,27.40385,19.23077,24.03846,23.55769,23.55769,18.95735,16.11374,13.61502,12.67606,13.61502,13.30049,8.866995,13.30049,29.55665,38.42365
"Gambia, The",GMB,Rule of Law: Percentile Rank,RL.PER.RNK,52.26131,48.5,45.54456,41.58416,56.43564,39.71292,40.66986,44.49761,45.93301,40.38462,37.44076,34.59716,35.21127,33.80282,32.86385,27.88461,27.40385,24.03846,34.61538,36.05769
"Gambia, The",GMB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,21.73913,34.19689,38.97436,33.67347,36.22449,37.93103,31.37255,39.70588,39.32039,39.32039,40.19139,37.79904,42.65403,45.0237,38.38863,34.13462,33.65385,31.73077,34.13462,28.36539
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,64.89362,69.14893,69.31217,74.07407,58.29146,51.94175,53.8835,44.44444,43.47826,46.63462,48.81517,48.81517,47.39336,45.0237,44.54976,39.52381,47.14286,30,40.95238,44.76191
"Gambia, The",GMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.24044,37.82383,37.94872,29.08163,37.7551,35.46798,27.94118,28.29268,31.5534,26.21359,28.70813,29.1866,31.75356,36.96682,27.96209,25.48077,18.75,19.23077,26.44231,27.40385
"Gambia, The",GMB,Control of Corruption: Percentile Rank,CC.PER.RNK,43.54839,40.20618,42.13198,40.90909,46.9697,29.7561,28.29268,26.82927,27.18447,25.72816,33.97129,32.38095,37.44076,30.33175,27.48815,27.88461,23.07692,21.63461,29.80769,38.94231
Georgia,GEO,Voice and Accountability: Percentile Rank,VA.PER.RNK,38.5,39.30348,42.28856,33.83084,42.28856,46.63462,47.59615,43.75,38.46154,39.42308,41.23223,41.70616,41.78404,50.23474,55.39906,57.63547,56.65025,55.66502,54.6798,56.15763
Georgia,GEO,Rule of Law: Percentile Rank,RL.PER.RNK,11.05528,10,20.79208,15.34653,18.81188,32.05742,29.66507,40.19139,45.45454,47.59615,49.2891,47.8673,51.17371,54.92958,53.99061,64.90385,64.42308,64.90385,62.98077,63.94231
Georgia,GEO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,15.76087,29.53368,34.35897,21.42857,26.53061,36.4532,28.43137,50.98039,60.67961,64.56311,66.50718,70.8134,74.40759,74.40759,74.40759,79.32692,78.84615,81.73077,81.73077,83.17308
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,7.446808,7.978724,20.63492,16.93122,12.56281,19.41748,25.24272,17.8744,24.63768,16.82692,17.53555,24.17062,27.01422,24.17062,31.27962,34.76191,29.52381,33.80952,31.42857,30
Georgia,GEO,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.60109,29.53368,28.20513,23.97959,42.34694,36.4532,40.19608,47.80488,56.79612,65.53398,64.11483,65.07177,69.19431,70.14218,69.66824,71.63461,67.30769,70.67308,73.07692,74.03846
Georgia,GEO,Control of Corruption: Percentile Rank,CC.PER.RNK,1.075269,18.04124,15.22843,5.555555,28.28283,37.07317,51.70732,58.53659,54.36893,54.36893,55.50239,57.14286,61.61137,68.72038,69.66824,76.44231,74.51923,74.03846,77.40385,76.44231
Germany,DEU,Voice and Accountability: Percentile Rank,VA.PER.RNK,90,89.05473,89.55224,94.52737,93.53234,93.75,93.26923,93.26923,93.26923,93.75,92.891,92.41706,93.42723,93.42723,93.42723,96.05911,95.56651,95.07389,95.56651,95.07389
Germany,DEU,Rule of Law: Percentile Rank,RL.PER.RNK,93.96985,93.5,93.56435,93.56435,93.56435,93.77991,94.25837,95.21531,95.21531,94.23077,92.891,92.41706,91.54929,92.01878,92.01878,93.75,93.26923,91.82692,91.34615,91.34615
Germany,DEU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,90.76087,88.60104,91.28205,92.34694,91.32653,91.133,92.15686,94.11765,94.66019,92.23301,93.77991,93.77991,92.891,91.94313,92.41706,94.23077,94.23077,96.15385,95.19231,94.71154
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,92.02128,92.02128,95.2381,86.24339,65.32663,67.96117,75.72816,82.1256,81.15942,79.80769,77.25118,73.45972,71.56398,71.09005,76.30331,78.09524,68.57143,69.52381,65.71429,66.66666
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,91.80328,93.78239,93.84615,91.83673,89.28571,89.65517,89.21568,92.68293,92.23301,89.32039,92.82297,92.3445,91.46919,93.36493,92.41706,94.71154,93.75,94.23077,94.23077,93.26923
Germany,DEU,Control of Corruption: Percentile Rank,CC.PER.RNK,94.08602,94.84536,93.40102,93.43434,93.43434,93.65854,94.14634,93.17073,92.23301,93.20388,93.30144,93.33334,93.36493,94.3128,94.3128,94.71154,93.26923,93.75,94.23077,95.19231
Ghana,GHA,Voice and Accountability: Percentile Rank,VA.PER.RNK,44,44.77612,52.73632,49.75124,57.21393,54.32692,57.21154,58.65385,60.57692,58.65385,61.61137,63.03318,62.44131,61.97183,62.44131,61.57635,64.03941,67.48769,67.48769,67.98029
Ghana,GHA,Rule of Law: Percentile Rank,RL.PER.RNK,43.71859,42.5,57.42574,55.44555,54.45544,48.80383,49.2823,55.98086,54.54546,53.36538,54.02843,54.50237,54.92958,55.86855,58.21596,60.09615,60.57692,55.76923,59.13462,56.73077
Ghana,GHA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,38.04348,41.96891,51.79487,36.7347,46.42857,41.37931,51.96078,51.96078,52.42719,53.39806,54.06699,54.54546,55.45024,56.39811,55.45024,53.36538,53.84615,45.67308,49.51923,50
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,38.29787,38.82979,33.33333,40.74074,42.21106,47.08738,51.94175,46.37681,40.57971,43.75,45.49763,46.91943,52.60664,50.7109,47.8673,41.42857,44.28571,40.95238,50.95238,47.14286
Ghana,GHA,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.55191,52.33161,59.48718,53.57143,51.02041,50.2463,49.01961,60.4878,57.76699,56.79612,53.11005,53.58852,53.5545,53.08057,50.23697,43.75,46.15385,47.59615,49.03846,46.15385
Ghana,GHA,Control of Corruption: Percentile Rank,CC.PER.RNK,46.23656,46.90722,54.82233,44.44444,48.9899,50.2439,43.90244,56.58537,58.25243,55.33981,59.33014,57.61905,57.34597,54.9763,55.45024,52.40385,52.88462,52.40385,49.03846,52.88462
Greece,GRC,Voice and Accountability: Percentile Rank,VA.PER.RNK,76.5,82.08955,78.60696,78.60696,86.56716,87.01923,83.65385,77.88461,78.84615,73.55769,73.93365,74.40759,72.76995,69.48357,68.07512,68.47291,70.44335,70.44335,70.93596,75.36946
Greece,GRC,Rule of Law: Percentile Rank,RL.PER.RNK,83.41708,75,80.19802,73.76237,75.74258,77.99043,75.11961,77.03349,77.51196,78.36539,68.24644,67.29858,67.13615,63.84977,64.31925,66.34615,63.94231,57.69231,56.73077,59.13462
